ortho,phon,syll
menacées,m°nase,m°-na-se
appointer,apw5te,a-pw5-te
intéressée,5teRese,5-te-Re-se
rocambolesques,Rok@bolEsk,Ro-k@-bo-lEsk
soudanais,sudanE,su-da-nE
inquiétons,5kjet§,5-kje-t§
engendrait,@Z@dRE,@-Z@-dRE
assiérais,asjeRE,a-sje-RE
archie,aRSi,aR-Si
tiraillées,tiRaje,ti-Ra-je
chantaient,S@tE,S@-tE
arrangea,aR@Za,a-R@-Za
ébattait,ebatE,e-ba-tE
rompue,R§py,R§-py
recousait,R°kuzE,R°-ku-zE
saducéen,sadyse5,sa-dy-se-5
étampures,et@pyR,e-t@-pyR
jambages,Z@baZ,Z@-baZ
thérapeutique,teRap2tik,te-Ra-p2-tik
opérerons,opeR°R§,o-pe-R°-R§
cérébraux,seRebRo,se-Re-bRo
perquisitionnent,pERkizisjOn,pER-ki-zi-sjOn
prolongées,pRol§Ze,pRo-l§-Ze
andouillettes,@dujEt,@-du-jEt
friande,fRij@d,fRi-j@d
tiraillant,tiRaj@,ti-Ra-j@
maintint,m5t5,m5-t5
prétentieux,pRet@sj2,pRe-t@-sj2
accrus,akRy,a-kRy
bousculées,buskyle,bus-ky-le
morlingue,mORl5g,mOR-l5g
davier,davje,da-vje
secourut,s°kuRy,s°-ku-Ry
relax,R°laks,R°-laks
statufiées,statyfje,sta-ty-fje
déchargent,deSaRZ,de-SaRZ
traçantes,tRas@t,tRa-s@t
frima,fRima,fRi-ma
chiche,SiS,SiS
croulants,kRul@,kRu-l@
bondage,b§daZ,b§-daZ
semestriel,s°mEstRijEl,s°-mEs-tRi-jEl
premier-né,pR2mjene,pR2-mje-ne
osé,oze,o-ze
décrochait,dekRoSE,de-kRo-SE
primerose,pRim°Roz,pRi-m°-Roz
reprochais,R°pRoSE,R°-pRo-SE
amadoué,amadwe,a-ma-dwe
saris,saRi,sa-Ri
récolteraient,RekOlt°RE,Re-kOl-t°-RE
auditionner,odisjone,o-di-sjo-ne
baudruche,bodRyS,bo-dRyS
remballés,R@bale,R@-ba-le
dégèlent,deZEl,de-ZEl
anglo-russes,@gloRys,@-glo-Rys
flamine,flamin,fla-min
maudis,modi,mo-di
connaîtrez,konEtRe,ko-nE-tRe
plaints,pl5,pl5
aristos,aRisto,a-Ris-to
automne,otOn,o-tOn
encourageai,@kuRaZE,@-ku-Ra-ZE
cadenasse,kad°nas,ka-d°-nas
méfiances,mefj@s,me-fj@s
encastrés,@kastRe,@-kas-tRe
rougirez,RuZiRe,Ru-Zi-Re
juridiques,ZyRidik,Zy-Ri-dik
revoulez,R°vule,R°-vu-le
terrasses,tERas,tE-Ras
nestorien,nEstoRj5,nEs-to-Rj5
rejoignions,R°ZwaN§,R°-Zwa-N§
évasées,evaze,e-va-ze
croisai,kRwazE,kRwa-zE
olfactive,Olfaktiv,Ol-fak-tiv
bandanas,b@dana,b@-da-na
aborderais,abORd°RE,a-bOR-d°-RE
tannerie,tan°Ri,ta-n°-Ri
désunirait,dezyniRE,de-zy-ni-RE
colmaté,kOlmate,kOl-ma-te
foldingue,fold5g,fol-d5g
barbares,baRbaR,baR-baR
suçant,sys@,sy-s@
élancerions,el@s°Rj§,e-l@-s°-Rj§
reconstituant,R°k§stit8@,R°-k§s-ti-t8@
intermittents,5tERmit@,5-tER-mi-t@
afro-cubain,afRokyb5,a-fRo-ky-b5
attifant,atif@,a-ti-f@
migrante,migR@t,mi-gR@t
gorets,goRE,go-RE
chiné,Sine,Si-ne
calculèrent,kalkylER,kal-ky-lER
questeurs,kEst9R,kEs-t9R
félins,fel5,fe-l5
surnaturel,syRnatyREl,syR-na-ty-REl
envoleraient,@vOl°RE,@-vO-l°-RE
filment,film,film
modérées,modeRe,mo-de-Re
organisés,ORganize,OR-ga-ni-ze
moussus,musy,mu-sy
mi-oriental,mioRj@tal,mi-o-Rj@-tal
antiquité,@tikite,@-ti-ki-te
assertion,asERsj§,a-sER-sj§
ligota,ligota,li-go-ta
soumettait,sumEtE,su-mE-tE
déclamais,deklamE,de-kla-mE
bardaient,baRdE,baR-dE
ravive,Raviv,Ra-viv
magazine,magazin,ma-ga-zin
isthme,izm,izm
rasseyant,RasEj@,Ra-sE-j@
inanimation,inanimasj§,i-na-ni-ma-sj§
brosser,bRose,bRo-se
kebab,kebab,ke-bab
insécurité,5sekyRite,5-se-ky-Ri-te
recouche,R°kuS,R°-kuS
bute,byt,byt
manoeuvrées,man9vRe,ma-n9-vRe
surprendrait,syRpR@dRE,syR-pR@-dRE
pénalisée,penalize,pe-na-li-ze
environnée,@viRone,@-vi-Ro-ne
bicentenaire,bis@t°nER,bi-s@-t°-nER
ducasses,dykas,dy-kas
décarcassé,dekaRkase,de-kaR-ka-se
excepte,EksEpt,Ek-sEpt
briserait,bRiz°RE,bRi-z°-RE
sourde-muette,suRdm8Et,suR-dm8Et
djihads,dZiad,dZi-ad
délieraient,deliRE,de-li-RE
voiles,vwal,vwal
renaissances,R°nEs@s,R°-nE-s@s
regrimperas,R°gR5p°Ra,R°-gR5-p°-Ra
empêtrée,@petRe,@-pe-tRe
quasi-certitude,kazisERtityd,ka-zi-sER-ti-tyd
bandeaux,b@do,b@-do
persévéramment,pERseveRam@,pER-se-ve-Ra-m@
café,kafe,ka-fe
révisés,Revize,Re-vi-ze
turgide,tyRZid,tyR-Zid
triceps,tRisEps,tRi-sEps
incessantes,5ses@t,5-se-s@t
récepteur,ResEpt9R,Re-sEp-t9R
chanstiquait,S@stikE,S@s-ti-kE
transmigrent,tR@smigR,tR@s-migR
jocrisses,ZokRis,Zo-kRis
dépression,depResj§,de-pRe-sj§
cosmopolites,kOsmopolit,kOs-mo-po-lit
à-valoir,avalwaR,a-va-lwaR
admissible,admisibl,ad-mi-sibl
déchue,deSy,de-Sy
modestement,modEst°m@,mo-dEs-t°-m@
classes,klas,klas
désossait,dezosE,de-zo-sE
dominance,domin@s,do-mi-n@s
garait,gaRE,ga-RE
délictueuses,delikt82z,de-lik-t82z
reparliez,R°paRlje,R°-paR-lje
entré,@tRe,@-tRe
tézigue,tezig,te-zig
indépendantisme,5dep@d@tism,5-de-p@-d@-tism
aventurières,av@tyRjER,a-v@-ty-RjER
ébauche,eboS,e-boS
engluée,@gl8e,@g-l8e
membrues,m@bRy,m@-bRy
béniront,beniR§,be-ni-R§
bénédictine,benediktin,be-ne-dik-tin
bavardais,bavaRdE,ba-vaR-dE
refermons,R°fERm§,R°-fER-m§
joins,Zw5,Zw5
marquant,maRk@,maR-k@
faucardés,fokaRde,fo-kaR-de
berlures,bERlyR,bER-lyR
modéré,modeRe,mo-de-Re
autorisât,otoRiza,o-to-Ri-za
yoga,joga,jo-ga
reproduites,R°pRod8it,R°-pRo-d8it
grondements,gR§d°m@,gR§-d°-m@
glissais,glisE,gli-sE
compressées,k§pREse,k§-pRE-se
résisteriez,Rezist°Rje,Re-zis-t°-Rje
pourrissant,puRis@,pu-Ri-s@
républicains,Repyblik5,Re-py-bli-k5
exagéra,EgzaZeRa,Eg-za-Ze-Ra
fitzgéraldiennes,fitsZeRaldjEn,fit-sZe-Ral-djEn
iconographe,ikonogRaf,i-ko-no-gRaf
équarri,ekaRi,e-ka-Ri
réalisable,Realizabl,Re-a-li-zabl
amé,ame,a-me
peignerais,pEN°RE,pE-N°-RE
ravissaient,RavisE,Ra-vi-sE
haineux,En2,E-n2
objecta,ObZEkta,Ob-ZEk-ta
ressembleras,R°s@bl°Ra,R°-s@-bl°-Ra
séduises,sed8iz,se-d8iz
odalisques,odalisk,o-da-lisk
staliniens,stalinj5,sta-li-nj5
désunis,dezyni,de-zy-ni
désincarcération,dez5kaRseRasj§,de-z5-kaR-se-Ra-sj§
colibacilles,kolibasil,ko-li-ba-sil
serruriers,seRyRje,se-Ry-Rje
endormant,@dORm@,@-dOR-m@
chéris,SeRi,Se-Ri
sniffées,snife,sni-fe
jouez,Zue,Zu-e
polémique,polemik,po-le-mik
invitons,5vit§,5-vi-t§
néo-classique,neoklasik,ne-o-kla-sik
coréenne,koReEn,ko-Re-En
compactes,k§pakt,k§-pakt
insulté,5sylte,5-syl-te
bluffent,bl9f,bl9f
mura,myRa,my-Ra
opter,Opte,Op-te
dépouillé,depuje,de-pu-je
veufs,v9f,v9f
alouette,alwEt,a-lwEt
patronner,patRone,pa-tRo-ne
épicées,epise,e-pi-se
prélassent,pRelas,pRe-las
pilleuse,pij2z,pi-j2z
grabataires,gRabatER,gRa-ba-tER
isolant,izol@,i-zo-l@
perspicace,pERspikas,pER-spi-kas
parachutiste,paRaSytist,pa-Ra-Sy-tist
botteras,bOt°Ra,bO-t°-Ra
épate,epat,e-pat
ressurgirait,R°syRZiRE,R°-syR-Zi-RE
délectât,delEkta,de-lEk-ta
abaissait,abEsE,a-bE-sE
desserrées,deseRe,de-se-Re
regretté,R°gRete,R°-gRe-te
expos,Ekspo,Ek-spo
mômeries,mom°Ri,mo-m°-Ri
reprit,R°pRi,R°-pRi
colleys,kolE,ko-lE
approchiez,apRoSje,a-pRo-Sje
embrouillât,@bRuja,@-bRu-ja
mandé,m@de,m@-de
ressemblants,R°s@bl@,R°-s@-bl@
guichetière,giS°tjER,gi-S°-tjER
convergent,k§vERZ,k§-vERZ
choquons,Sok§,So-k§
girouettait,ZiRwEtE,Zi-RwE-tE
zieutent,zj2t,zj2t
clouer,klue,klu-e
méthanol,metanOl,me-ta-nOl
inscrit,5skRi,5s-kRi
présenterai,pRez@t°RE,pRe-z@-t°-RE
enrhumer,@Ryme,@-Ry-me
tancé,t@se,t@-se
allassent,alas,a-las
bath,bat,bat
transcanadienne,tR@skanadjEn,tR@s-ka-na-djEn
régulées,Regyle,Re-gy-le
graduellement,gRad8El°m@,gRa-d8E-l°-m@
prévoira,pRevwaRa,pRe-vwa-Ra
accuserez,akyz°Re,a-ky-z°-Re
guenons,g°n§,g°-n§
achetable,aS°tabl,a-S°-tabl
latinos,latino,la-ti-no
avant-gardes,av@gaRd,a-v@-gaRd
vicieux,visj2,vi-sj2
ferrures,fERyR,fE-RyR
fédéraux,fedeRo,fe-de-Ro
textiles,tEkstil,tEk-stil
allumés,alyme,a-ly-me
royautés,Rwajote,Rwa-jo-te
développements,dev°lOp°m@,de-v°-lO-p°-m@
méritera,meRit°Ra,me-Ri-t°-Ra
tiquent,tik,tik
crashée,kRaSe,kRa-Se
crépitèrent,kRepitER,kRe-pi-tER
littératures,liteRatyR,li-te-Ra-tyR
conformera,k§fORm°Ra,k§-fOR-m°-Ra
camuse,kamyz,ka-myz
neutron,n2tR§,n2-tR§
cary,kaRi,ka-Ri
raconteur,Rak§t9R,Ra-k§-t9R
excitée,Eksite,Ek-si-te
dégoûtation,degutasj§,de-gu-ta-sj§
égoïstement,egoist°m@,e-go-is-t°-m@
ancestral,@sEstRal,@-sEs-tRal
alertions,alERtj§,a-lER-tj§
échapper,eSape,e-Sa-pe
désespérât,dezEspeRa,de-zEs-pe-Ra
présumant,pRezym@,pRe-zy-m@
coquebin,kOk°b5,kO-k°-b5
accusé,akyze,a-ky-ze
écorce,ekORs,e-kORs
huîtres,8itR,8itR
inaltérables,inalteRabl,i-nal-te-Rabl
croulement,kRul°m@,kRu-l°-m@
refermeraient,R°fERm°RE,R°-fER-m°-RE
ivrognasse,ivRoNas,i-vRo-Nas
contrôleriez,k§tRol°Rje,k§-tRo-l°-Rje
badois,badwa,ba-dwa
émigrés,emigRe,e-mi-gRe
bataille,bataj,ba-taj
devancèrent,d°v@sER,d°-v@-sER
productrices,pRodyktRis,pRo-dyk-tRis
mouchetées,muS°te,mu-S°-te
tâtai,tatE,ta-tE
migraineuse,migREn2z,mi-gRE-n2z
encalminés,@kalmine,@-kal-mi-ne
protestai,pRotEstE,pRo-tEs-tE
guérirait,geRiRE,ge-Ri-RE
confrontation,k§fR§tasj§,k§-fR§-ta-sj§
intriguera,5tRig°Ra,5-tRi-g°-Ra
empiffrent,@pifR,@-pifR
caractériserait,kaRakteRiz°RE,ka-Rak-te-Ri-z°-RE
éprouveras,epRuv°Ra,e-pRu-v°-Ra
prolongeait,pRol§ZE,pRo-l§-ZE
descendante,des@d@t,de-s@-d@t
endoctrinée,@dOktRine,@-dOk-tRi-ne
cananéen,kanane5,ka-na-ne-5
arabique,aRabik,a-Ra-bik
indous,5du,5-du
zen,zEn,zEn
remarques,R°maRk,R°-maRk
recouvris,R°kuvRi,R°-ku-vRi
adamantine,adam@tin,a-da-m@-tin
pénardement,penaRd°m@,pe-naR-d°-m@
disproportionné,dispRopORsjone,dis-pRo-pOR-sjo-ne
roman-fleuve,Rom@fl9v,Ro-m@-fl9v
bolognaises,boloNEz,bo-lo-NEz
vertement,vERt°m@,vER-t°-m@
médusées,medyze,me-dy-ze
déchaînées,deSene,de-Se-ne
grossis,gRosi,gRo-si
bambara,b@baRa,b@-ba-Ra
asphodèle,asfodEl,as-fo-dEl
agrégé,agReZe,a-gRe-Ze
offusqué,ofyske,o-fys-ke
rack,Rak,Rak
ritournelles,RituRnEl,Ri-tuR-nEl
élégante,eleg@t,e-le-g@t
conçut,k§sy,k§-sy
démanché,dem@Se,de-m@-Se
subventionnera,sybv@sjOn°Ra,syb-v@-sjO-n°-Ra
épilogue,epilOg,e-pi-lOg
neurasthéniques,n2Rastenik,n2-Ras-te-nik
appuyer,ap8ije,a-p8i-je
cyclopéens,siklope5,si-klo-pe-5
éliminait,eliminE,e-li-mi-nE
horoscope,oRoskOp,o-Ros-kOp
cachottier,kaSotje,ka-So-tje
allégoriques,alegoRik,a-le-go-Rik
horde,ORd,ORd
promises,pRomiz,pRo-miz
contour,k§tuR,k§-tuR
lustrine,lystRin,lys-tRin
restituerait,REstityRE,REs-ti-ty-RE
pétillèrent,petijER,pe-ti-jER
semi-public,s2mipyblik,s2-mi-py-blik
attristerait,atRist°RE,a-tRis-t°-RE
plant,pl@,pl@
hermétiquement,ERmetik°m@,ER-me-ti-k°-m@
hormonales,ORmonal,OR-mo-nal
gigantomachie,Zig@tomaSi,Zi-g@-to-ma-Si
référendum,RefeR5dOm,Re-fe-R5-dOm
moutonnière,mutonjER,mu-to-njER
relaxez,R°lakse,R°-lak-se
feuilletait,f9j°tE,f9-j°-tE
décomposé,dek§poze,de-k§-po-ze
rhabillage,RabijaZ,Ra-bi-jaZ
révoltions,RevOltj§,Re-vOl-tj§
générant,ZeneR@,Ze-ne-R@
effaceras,efas°Ra,e-fa-s°-Ra
agrégation,agRegasj§,a-gRe-ga-sj§
temples,t@pl,t@pl
cintrées,s5tRe,s5-tRe
covoiturage,kovwatyRaZ,ko-vwa-ty-RaZ
guidons,gid§,gi-d§
abattue,abaty,a-ba-ty
provoquons,pRovok§,pRo-vo-k§
sous-merdes,sumERd,su-mERd
exécuterai,Egzekyt°RE,Eg-ze-ky-t°-RE
javanaises,ZavanEz,Za-va-nEz
entrebâillé,@tR°baje,@-tR°-ba-je
aguichante,agiS@t,a-gi-S@t
soies,swa,swa
atterrissent,atERis,a-tE-Ris
nervosité,nERvozite,nER-vo-zi-te
scialytique,sjalitik,sja-li-tik
fadasse,fadas,fa-das
humides,ymid,y-mid
secouerez,s°kuRe,s°-ku-Re
demi-vie,d°mivi,d°-mi-vi
zooms,zum,zum
proposée,pRopoze,pRo-po-ze
éthiopiens,etjopj5,e-tjo-pj5
timbres-poste,t5bR°pOst,t5-bR°-pOst
ensoleillement,@solEj°m@,@-so-lE-j°-m@
rajoutons,RaZut§,Ra-Zu-t§
entrechoqueront,@tR°SOk°R§,@-tR°-SO-k°-R§
bivouaquer,bivwake,bi-vwa-ke
rougeoyante,RuZwaj@t,Ru-Zwa-j@t
criarde,kRijaRd,kRi-jaRd
truffées,tRyfe,tRy-fe
fonçais,f§sE,f§-sE
décourage,dekuRaZ,de-ku-RaZ
exempts,Egz@t,Eg-z@t
plaqueminiers,plak°minje,pla-k°-mi-nje
exterminatrice,EkstERminatRis,Ek-stER-mi-na-tRis
estimes,Estim,Es-tim
confessé,k§fese,k§-fe-se
interminable,5tERminabl,5-tER-mi-nabl
cardinal,kaRdinal,kaR-di-nal
artéfact,aRtefakt,aR-te-fakt
divorces,divORs,di-vORs
relâcherai,R°laS°RE,R°-la-S°-RE
couaille,kwaj,kwaj
agrégé,agReZe,a-gRe-Ze
cloîtrés,klwatRe,klwa-tRe
berges,bERZ,bERZ
embrocations,@bRokasj§,@-bRo-ka-sj§
ergots,ERgo,ER-go
jurez,ZyRe,Zy-Re
imprévue,5pRevy,5-pRe-vy
abêtis,abeti,a-be-ti
dédaignaient,dedENE,de-dE-NE
tempérance,t@peR@s,t@-pe-R@s
pénibles,penibl,pe-nibl
drumlin,dR9mlin,dR9m-lin
ressayer,REsEje,RE-sE-je
transpositions,tR@spozisj§,tR@s-po-zi-sj§
tourmentés,tuRm@te,tuR-m@-te
nacelles,nasEl,na-sEl
déféquaient,defekE,de-fe-kE
babélienne,babeljEn,ba-be-ljEn
isocèle,izosEl,i-zo-sEl
désespérante,dezEspeR@t,de-zEs-pe-R@t
chouette,SwEt,SwEt
déclinèrent,deklinER,de-kli-nER
emplacements,@plas°m@,@-pla-s°-m@
effarouchée,efaRuSe,e-fa-Ru-Se
chanté,S@te,S@-te
saisissent,sezis,se-zis
paisible,pezibl,pe-zibl
comnène,kOmnEn,kOm-nEn
disséminèrent,diseminER,di-se-mi-nER
craignos,kRENos,kRE-Nos
râtelait,Rat°lE,Ra-t°-lE
télés,tele,te-le
postérieure,pOsteRj9R,pOs-te-Rj9R
percutant,pERkyt@,pER-ky-t@
bienfaisance,bj5f°z@s,bj5-f°-z@s
nord-est,nOREst,nO-REst
adhéra,adeRa,a-de-Ra
désolais,dezolE,de-zo-lE
plates-bandes,platb@d,plat-b@d
ruisselait,R8is°lE,R8i-s°-lE
structuralisme,stRyktyRalizm,stRyk-ty-Ra-lizm
répéterez,Repet°Re,Re-pe-t°-Re
stratagèmes,stRataZEm,stRa-ta-ZEm
clora,kloRa,klo-Ra
pinçant,p5s@,p5-s@
appuyèrent,ap8ijER,a-p8i-jER
persécutés,pERsekyte,pER-se-ky-te
sang-froid,s@fRwa,s@f-Rwa
officielles,ofisjEl,o-fi-sjEl
démissionné,demisjone,de-mi-sjo-ne
organisais,ORganizE,OR-ga-ni-zE
transcriptions,tR@skRipsj§,tR@s-kRip-sj§
gobergez,gobERZe,go-bER-Ze
ruineuse,R8in2z,R8i-n2z
immisçaient,imisE,i-mi-sE
scéniques,senik,se-nik
vomiras,vomiRa,vo-mi-Ra
ordonnerais,ORdOn°RE,OR-dO-n°-RE
cote,kOt,kOt
entichement,@tiS°m@,@-ti-S°-m@
démocratie,demokRasi,de-mo-kRa-si
soignait,swaNE,swa-NE
circonstancié,siRk§st@sje,siR-k§s-t@-sje
disqualifie,diskalifi,dis-ka-li-fi
philippin,filip5,fi-li-p5
aligné,aliNe,a-li-Ne
traîne-semelle,tREns°mEl,tREn-s°-mEl
infecter,5fEkte,5-fEk-te
artistiques,aRtistik,aR-tis-tik
recousus,R°kuzy,R°-ku-zy
notent,nOt,nOt
polluent,poly,po-ly
blanchie,bl@Si,bl@-Si
fivete,fivEt,fi-vEt
factionnaire,faksjonER,fak-sjo-nER
attrapes,atRap,a-tRap
tramontanes,tRam§tan,tRa-m§-tan
tordent,tORd,tORd
emballa,@bala,@-ba-la
sauve,sov,sov
congratulèrent,k§gRatylER,k§-gRa-ty-lER
monophasée,monofaze,mo-no-fa-ze
rougeur,RuZ9R,Ru-Z9R
crocodiles,kRokodil,kRo-ko-dil
multipropriété,myltipROpRiete,myl-ti-pRO-pRi-e-te
faramineux,faRamin2,fa-Ra-mi-n2
rupine,Rypin,Ry-pin
candis,k@di,k@-di
diane,djan,djan
cortès,kORtEz,kOR-tEz
devancerez,d°v@s°Re,d°-v@-s°-Re
gros-bec,gRobEk,gRo-bEk
radines,Radin,Ra-din
territoriale,tERitoRjal,tE-Ri-to-Rjal
décongestionner,dek§ZEstjone,de-k§-ZEs-tjo-ne
démasquage,demaskaZ,de-mas-kaZ
bénarde,benaRd,be-naRd
perturberait,pERtyRb°RE,pER-tyR-b°-RE
butés,byte,by-te
trisaïeuls,tRizaj9l,tRi-za-j9l
misogynes,mizoZin,mi-zo-Zin
rayée,Reje,Re-je
reclus,R°kly,R°-kly
hallucinogène,alysinoZEn,a-ly-si-no-ZEn
phallocratique,falokRatik,fa-lo-kRa-tik
provisoires,pRovizwaR,pRo-vi-zwaR
inventai,5v@tE,5-v@-tE
partisane,paRtizan,paR-ti-zan
gnocchi,NOki,NO-ki
défaillantes,defaj@t,de-fa-j@t
abonnée,abone,a-bo-ne
cocaïne,kokain,ko-ka-in
poignarderont,pwaNaRd°R§,pwa-NaR-d°-R§
adroitement,adRwat°m@,a-dRwa-t°-m@
éméchées,emeSe,e-me-Se
fonder,f§de,f§-de
canine,kanin,ka-nin
thymine,timin,ti-min
pogroms,pogROm,po-gROm
autosuggestionna,otosygZEstjona,o-to-syg-ZEs-tjo-na
pontes,p§t,p§t
marivaudages,maRivodaZ,ma-Ri-vo-daZ
cunnilingus,kynil5gys,ky-ni-l5-gys
installent,5stal,5s-tal
galiciennes,galisjEn,ga-li-sjEn
causeuse,koz2z,ko-z2z
hantera,@t°Ra,@-t°-Ra
prénommé,pRenome,pRe-no-me
attenantes,at°n@t,a-t°-n@t
disloqués,disloke,di-slo-ke
aiguillonnaient,eg8ijonE,e-g8i-jo-nE
kazakh,kazak,ka-zak
zaibatsu,zajbatsu,zaj-bat-su
puristes,pyRist,py-Rist
dinar,dinaR,di-naR
musique,myzik,my-zik
identifiera,id@tifiRa,i-d@-ti-fi-Ra
irradiant,iRadj@,i-Ra-dj@
réhabilitent,Reabilit,Re-a-bi-lit
meurtries,m9RtRi,m9R-tRi
aliénation,aljenasj§,a-lje-na-sj§
dégivrer,deZivRe,de-Zi-vRe
remailler,R°maje,R°-ma-je
conjugue,k§Zyg,k§-Zyg
vestiaires,vEstjER,vEs-tjER
éperonnés,ep°Rone,e-p°-Ro-ne
intermittentes,5tERmit@t,5-tER-mi-t@t
tapies,tapi,ta-pi
délabrés,delabRe,de-la-bRe
désaminase,dezaminaz,de-za-mi-naz
chartiste,SaRtist,SaR-tist
dépeçaient,dep°sE,de-p°-sE
brouilleraient,bRuj°RE,bRu-j°-RE
ex-élève,EkselEv,Ek-se-lEv
fouettent,fwEt,fwEt
débouche,debuS,de-buS
labourent,labuR,la-buR
menton,m@t§,m@-t§
coqs,kOk,kOk
tique,tik,tik
échinent,eSin,e-Sin
merisiers,m°Rizje,m°-Ri-zje
professionnel,pRofEsjonEl,pRo-fE-sjo-nEl
baliste,balist,ba-list
mexicain,mEksik5,mEk-si-k5
androgènes,@dRoZEn,@-dRo-ZEn
principales,pR5sipal,pR5-si-pal
absidiole,apsidjOl,ap-si-djOl
reclus,R°kly,R°-kly
vainqueur,v5k9R,v5-k9R
roseur,Roz9R,Ro-z9R
gaussent,gos,gos
poisson-épée,pwas§epe,pwa-s§-e-pe
barytons,baRit§,ba-Ri-t§
emmaillotée,@majote,@-ma-jo-te
compartimenté,k§paRtim@te,k§-paR-ti-m@-te
plumetis,plym°ti,ply-m°-ti
hallucinant,alysin@,a-ly-si-n@
soufflettent,suflEt,su-flEt
cohabitation,koabitasj§,ko-a-bi-ta-sj§
câblez,kable,ka-ble
témérité,temeRite,te-me-Ri-te
bouffis,bufi,bu-fi
rififi,Rififi,Ri-fi-fi
désabusées,dezabyze,de-za-by-ze
foutoir,futwaR,fu-twaR
mugissant,myZis@,my-Zi-s@
motorisé,motoRize,mo-to-Ri-ze
termite,tERmit,tER-mit
hernieux,ERnj2,ER-nj2
occupa,okypa,o-ky-pa
contourné,k§tuRne,k§-tuR-ne
superflu,sypERfly,sy-pER-fly
confites,k§fit,k§-fit
dévouerais,devuRE,de-vu-RE
photomontages,fotom§taZ,fo-to-m§-taZ
rafraîchissants,RafReSis@,Ra-fRe-Si-s@
nées,ne,ne
battre,batR,batR
devon,dev§,de-v§
désespérément,dezEspeRem@,de-zEs-pe-Re-m@
clown,klun,klun
itinérant,itineR@,i-ti-ne-R@
o,o,o
majestueuse,maZEst82z,ma-ZEs-t82z
profiteront,pRofit°R§,pRo-fi-t°-R§
inoculent,inokyl,i-no-kyl
muserolle,myz°ROl,my-z°-ROl
in extenso,inEkst5so,i-nEk-st5-so
immolations,imolasj§,i-mo-la-sj§
sévît,sevi,se-vi
présenta,pRez@ta,pRe-z@-ta
indépendants,5dep@d@,5-de-p@-d@
dépris,depRi,de-pRi
poinçonneraient,pw5sOn°RE,pw5-sO-n°-RE
insouciants,5susj@,5-su-sj@
célébreront,selebR°R§,se-le-bR°-R§
vida,vida,vi-da
goudronneux,gudRon2,gu-dRo-n2
obsidional,Opsidjonal,Op-si-djo-nal
coupant,kup@,ku-p@
précisait,pResizE,pRe-si-zE
pudeurs,pyd9R,py-d9R
renfoncer,R@f§se,R@-f§-se
railla,Raja,Ra-ja
montrables,m§tRabl,m§-tRabl
dipneustes,dipn2st,dip-n2st
pharisaïsme,faRizaizm,fa-Ri-za-izm
philosophaient,filozofE,fi-lo-zo-fE
réexamen,ReEgzam5,Re-Eg-za-m5
humilité,ymilite,y-mi-li-te
somptueuses,s§pt82z,s§p-t82z
féconderait,fek§d°RE,fe-k§-d°-RE
urbanistes,yRbanist,yR-ba-nist
attireriez,atiR°Rje,a-ti-R°-Rje
marmoréens,maRmoRe5,maR-mo-Re-5
correspondrait,koREsp§dRE,ko-REs-p§-dRE
agoniser,agonize,a-go-ni-ze
solennisèrent,solanizER,so-la-ni-zER
inclinent,5klin,5-klin
progressent,pRogREs,pRo-gREs
poinçonnés,pw5sone,pw5-so-ne
croquais,kRokE,kRo-kE
dallages,dalaZ,da-laZ
téraoctets,teRaoktE,te-Ra-ok-tE
expulsés,Ekspylse,Ek-spyl-se
trimbales,tR5bal,tR5-bal
hémorragie,emoRaZi,e-mo-Ra-Zi
opinels,opinEl,o-pi-nEl
contrastée,k§tRaste,k§-tRas-te
vomissait,vomisE,vo-mi-sE
verriez,vERje,vE-Rje
écourtera,ekuRt°Ra,e-kuR-t°-Ra
onirique,oniRik,o-ni-Rik
dédicacerai,dedikas°RE,de-di-ka-s°-RE
lentilles,l@tij,l@-tij
mâcherais,maS°RE,ma-S°-RE
pont,p§,p§
décantant,dek@t@,de-k@-t@
refaisaient,R°f°zE,R°-f°-zE
frasque,fRask,fRask
minuscules,minyskyl,mi-nys-kyl
volière,voljER,vo-ljER
émotifs,emotif,e-mo-tif
conçoit,k§swa,k§-swa
génères,ZenER,Ze-nER
rétablit,Retabli,Re-ta-bli
logisticien,lOZistisj5,lO-Zis-ti-sj5
apprirent,apRiR,a-pRiR
nain,n5,n5
grays,gRE,gRE
autodestructible,otodEstRyktibl,o-to-dEs-tRyk-tibl
cabossait,kabosE,ka-bo-sE
languissants,l@gis@,l@-gi-s@
encaisse,@kEs,@-kEs
recourber,R°kuRbe,R°-kuR-be
captivait,kaptivE,kap-ti-vE
commerçons,komERs§,ko-mER-s§
dénazifier,denazifje,de-na-zi-fje
bonni,boni,bo-ni
strabisme,stRabizm,stRa-bizm
lustré,lystRe,lys-tRe
risqués,Riske,Ris-ke
bonde,b§d,b§d
hygiénistes,iZjenist,i-Zje-nist
ures,yR,yR
émergea,emERZa,e-mER-Za
malformation,malfORmasj§,mal-fOR-ma-sj§
arroses,aRoz,a-Roz
instruirait,5stR8iRE,5s-tR8i-RE
sopor,sopOR,so-pOR
huilez,8ile,8i-le
adorable,adoRabl,a-do-Rabl
dilatât,dilata,di-la-ta
adulateur,adylat9R,a-dy-la-t9R
appâtent,apat,a-pat
resurgiront,R°syRZiR§,R°-syR-Zi-R§
mésaventures,mezav@tyR,me-za-v@-tyR
jetiez,Z°tje,Z°-tje
mixée,mikse,mik-se
