ortho,phon,syll
abstraite,apstREt,ap-stREt
abstraite,apstREt,ap-stREt
abstraitement,apstREt°m@,ap-stRE-t°-m@
abstraites,apstREt,ap-stREt
abstraites,apstREt,ap-stREt
abstraits,apstRE,ap-stRE
abstraits,apstRE,ap-stRE
abstraits,apstRE,ap-stRE
abstrus,apstRy,ap-stRy
abstruse,apstRyz,ap-stRyz
abstruses,apstRyz,ap-stRyz
abstînt,apst5,ap-st5
absurde,apsyRd,ap-syRd
absurde,apsyRd,ap-syRd
absurdement,apsyRd°m@,ap-syR-d°-m@
absurdes,apsyRd,ap-syRd
absurdes,apsyRd,ap-syRd
absurdistes,apsyRdist,ap-syR-dist
absurdité,apsyRdite,ap-syR-di-te
absurdités,apsyRdite,ap-syR-di-te
abus,aby,a-by
abusa,abyza,a-by-za
abusai,abyzE,a-by-zE
abusaient,abyzE,a-by-zE
abusais,abyzE,a-by-zE
abusait,abyzE,a-by-zE
abusant,abyz@,a-by-z@
abuse,abyz,a-byz
abusent,abyz,a-byz
abuser,abyze,a-by-ze
abusera,abyz°Ra,a-by-z°-Ra
abuserai,abyz°RE,a-by-z°-RE
abuserais,abyz°RE,a-by-z°-RE
abuserait,abyz°RE,a-by-z°-RE
abuserez,abyz°Re,a-by-z°-Re
abuseriez,abyz°Rje,a-by-z°-Rje
abuses,abyz,a-byz
abuseur,abyz9R,a-by-z9R
abusez,abyze,a-by-ze
abusiez,abyzje,a-by-zje
abusif,abyzif,a-by-zif
abusifs,abyzif,a-by-zif
abusive,abyziv,a-by-ziv
abusivement,abyziv°m@,a-by-zi-v°-m@
abusives,abyziv,a-by-ziv
abusons,abyz§,a-by-z§
abusèrent,abyzER,a-by-zER
abusé,abyze,a-by-ze
abusé,abyze,a-by-ze
abusée,abyze,a-by-ze
abusée,abyze,a-by-ze
abusées,abyze,a-by-ze
abusées,abyze,a-by-ze
abusés,abyze,a-by-ze
abusés,abyze,a-by-ze
abyme,abim,a-bim
abyssal,abisal,a-bi-sal
abyssale,abisal,a-bi-sal
abyssales,abisal,a-bi-sal
abysse,abis,a-bis
abysses,abis,a-bis
abyssin,abis5,a-bi-s5
abyssin,abis5,a-bi-s5
abyssinien,abisinj5,a-bi-si-nj5
abyssinienne,abisinjEn,a-bi-si-njEn
abyssins,abis5,a-bi-s5
abâtardi,abataRdi,a-ba-taR-di
abâtardie,abataRdi,a-ba-taR-di
abâtardies,abataRdi,a-ba-taR-di
abâtardir,abataRdiR,a-ba-taR-diR
abâtardirai,abataRdiRE,a-ba-taR-di-RE
abâtardissant,abataRdis@,a-ba-taR-di-s@
abécédaire,abesedER,a-be-se-dER
abêti,abeti,a-be-ti
abêti,abeti,a-be-ti
abêties,abeti,a-be-ti
abêtir,abetiR,a-be-tiR
abêtis,abeti,a-be-ti
abêtis,abeti,a-be-ti
abêtissait,abetisE,a-be-ti-sE
abêtissement,abetis°m@,a-be-ti-s°-m@
abêtit,abeti,a-be-ti
abîma,abima,a-bi-ma
abîmai,abimE,a-bi-mE
abîmaient,abimE,a-bi-mE
abîmait,abimE,a-bi-mE
abîmant,abim@,a-bi-m@
abîme,abim,a-bim
abîme,abim,a-bim
abîment,abim,a-bim
abîmer,abime,a-bi-me
abîmera,abim°Ra,a-bi-m°-Ra
abîmerai,abim°RE,a-bi-m°-RE
abîmerais,abim°RE,a-bi-m°-RE
abîmerait,abim°RE,a-bi-m°-RE
abîmeras,abim°Ra,a-bi-m°-Ra
abîmerez,abim°Re,a-bi-m°-Re
abîmeront,abim°R§,a-bi-m°-R§
abîmes,abim,a-bim
abîmes,abim,a-bim
abîmez,abime,a-bi-me
abîmions,abimj§,a-bi-mj§
abîmons,abim§,a-bi-m§
abîmé,abime,a-bi-me
abîmée,abime,a-bi-me
abîmées,abime,a-bi-me
abîmés,abime,a-bi-me
acabit,akabi,a-ka-bi
acabits,akabi,a-ka-bi
acacia,akasja,a-ka-sja
acacias,akasja,a-ka-sja
acadien,akadj5,a-ka-dj5
acadien,akadj5,a-ka-dj5
acadienne,akadjEn,a-ka-djEn
acadiens,akadj5,a-ka-dj5
académicien,akademisj5,a-ka-de-mi-sj5
académiciens,akademisj5,a-ka-de-mi-sj5
académie,akademi,a-ka-de-mi
académies,akademi,a-ka-de-mi
académique,akademik,a-ka-de-mik
académiquement,akademik°m@,a-ka-de-mi-k°-m@
académiques,akademik,a-ka-de-mik
académisme,akademizm,a-ka-de-mizm
académisé,akademize,a-ka-de-mi-ze
acagnardai,akaNaRdE,a-ka-NaR-dE
acagnardait,akaNaRdE,a-ka-NaR-dE
acagnarder,akaNaRde,a-ka-NaR-de
acagnardé,akaNaRde,a-ka-NaR-de
acagnardée,akaNaRde,a-ka-NaR-de
acajou,akaZu,a-ka-Zu
acajou,akaZu,a-ka-Zu
acajous,akaZu,a-ka-Zu
acanthe,ak@t,a-k@t
acanthes,ak@t,a-k@t
acariens,akaRj5,a-ka-Rj5
acariâtre,akaRjatR,a-ka-RjatR
acariâtres,akaRjatR,a-ka-RjatR
accabla,akabla,a-ka-bla
accablai,akablE,a-ka-blE
accablaient,akablE,a-ka-blE
accablais,akablE,a-ka-blE
accablait,akablE,a-ka-blE
accablant,akabl@,a-ka-bl@
accablant,akabl@,a-ka-bl@
accablante,akabl@t,a-ka-bl@t
accablantes,akabl@t,a-ka-bl@t
accablants,akabl@,a-ka-bl@
accable,akabl,a-kabl
accablement,akabl°m@,a-ka-bl°-m@
accablements,akabl°m@,a-ka-bl°-m@
accablent,akabl,a-kabl
accabler,akable,a-ka-ble
accableraient,akabl°RE,a-ka-bl°-RE
accablez,akable,a-ka-ble
accablions,akablij§,a-ka-bli-j§
accablât,akabla,a-ka-bla
accablèrent,akablER,a-ka-blER
accablé,akable,a-ka-ble
accablé,akable,a-ka-ble
accablée,akable,a-ka-ble
accablée,akable,a-ka-ble
accablées,akable,a-ka-ble
accablées,akable,a-ka-ble
accablés,akable,a-ka-ble
accablés,akable,a-ka-ble
accalmie,akalmi,a-kal-mi
accalmies,akalmi,a-kal-mi
accalmit,akalmi,a-kal-mi
accapara,akapaRa,a-ka-pa-Ra
accaparaient,akapaRE,a-ka-pa-RE
accaparait,akapaRE,a-ka-pa-RE
accaparant,akapaR@,a-ka-pa-R@
accaparant,akapaR@,a-ka-pa-R@
accaparante,akapaR@t,a-ka-pa-R@t
accapare,akapaR,a-ka-paR
accaparer,akapaRe,a-ka-pa-Re
accaparerait,akapaR°RE,a-ka-pa-R°-RE
accapareur,akapaR9R,a-ka-pa-R9R
accaparez,akapaRe,a-ka-pa-Re
accaparé,akapaRe,a-ka-pa-Re
accaparée,akapaRe,a-ka-pa-Re
accaparées,akapaRe,a-ka-pa-Re
accaparés,akapaRe,a-ka-pa-Re
accastillage,akastijaZ,a-kas-ti-jaZ
accastillages,akastijaZ,a-kas-ti-jaZ
accelerando,akseleRando,ak-se-le-Ran-do
accent,aks@,ak-s@
accenteur,aks@t9R,ak-s@-t9R
accents,aks@,ak-s@
accentua,aks@t8a,ak-s@-t8a
accentuai,aks@t8E,ak-s@-t8E
accentuaient,aks@t8E,ak-s@-t8E
accentuais,aks@t8E,ak-s@-t8E
accentuait,aks@t8E,ak-s@-t8E
accentuant,aks@t8@,ak-s@-t8@
accentuation,aks@t8asj§,ak-s@-t8a-sj§
accentue,aks@ty,ak-s@-ty
accentuent,aks@ty,ak-s@-ty
accentuer,aks@t8e,ak-s@-t8e
accentuerait,aks@tyRE,ak-s@-ty-RE
accentuez,aks@tye,ak-s@-ty-e
accentuât,aks@t8a,ak-s@-t8a
accentuèrent,aks@t8ER,ak-s@-t8ER
accentué,aks@t8e,ak-s@-t8e
accentué,aks@t8e,ak-s@-t8e
accentuée,aks@t8e,ak-s@-t8e
accentuée,aks@t8e,ak-s@-t8e
accentuées,aks@t8e,ak-s@-t8e
accentuées,aks@t8e,ak-s@-t8e
accentués,aks@t8e,ak-s@-t8e
accentués,aks@t8e,ak-s@-t8e
accepta,aksEpta,ak-sEp-ta
acceptable,aksEptabl,ak-sEp-tabl
acceptables,aksEptabl,ak-sEp-tabl
acceptai,aksEptE,ak-sEp-tE
acceptaient,aksEptE,ak-sEp-tE
acceptais,aksEptE,ak-sEp-tE
acceptait,aksEptE,ak-sEp-tE
acceptant,aksEpt@,ak-sEp-t@
acceptant,aksEpt@,ak-sEp-t@
acceptassent,aksEptas,ak-sEp-tas
acceptasses,aksEptas,ak-sEp-tas
acceptation,aksEptasj§,ak-sEp-ta-sj§
acceptations,aksEptasj§,ak-sEp-ta-sj§
accepte,aksEpt,ak-sEpt
acceptent,aksEpt,ak-sEpt
accepter,aksEpte,ak-sEp-te
acceptera,aksEpt°Ra,ak-sEp-t°-Ra
accepterai,aksEpt°RE,ak-sEp-t°-RE
accepteraient,aksEpt°RE,ak-sEp-t°-RE
accepterais,aksEpt°RE,ak-sEp-t°-RE
accepterait,aksEpt°RE,ak-sEp-t°-RE
accepteras,aksEpt°Ra,ak-sEp-t°-Ra
accepterez,aksEpt°Re,ak-sEp-t°-Re
accepteriez,aksEpt°Rje,ak-sEp-t°-Rje
accepterions,aksEpt°Rj§,ak-sEp-t°-Rj§
accepterons,aksEpt°R§,ak-sEp-t°-R§
accepteront,aksEpt°R§,ak-sEp-t°-R§
acceptes,aksEpt,ak-sEpt
acceptez,aksEpte,ak-sEp-te
acceptiez,aksEptje,ak-sEp-tje
acception,aksEpsj§,ak-sEp-sj§
acceptions,aksEpsj§,ak-sEp-sj§
acceptions,aksEptj§,ak-sEp-tj§
acceptons,aksEpt§,ak-sEp-t§
acceptâmes,aksEptam,ak-sEp-tam
acceptât,aksEpta,ak-sEp-ta
acceptèrent,aksEptER,ak-sEp-tER
accepté,aksEpte,ak-sEp-te
acceptée,aksEpte,ak-sEp-te
acceptées,aksEpte,ak-sEp-te
acceptés,aksEpte,ak-sEp-te
accesseurs,aksEs9R,ak-sE-s9R
accessibilité,aksEsibilite,ak-sE-si-bi-li-te
accessible,aksesibl,ak-se-sibl
accessibles,aksesibl,ak-se-sibl
accession,aksEsj§,ak-sE-sj§
accessit,aksesit,ak-se-sit
accessoire,akseswaR,ak-se-swaR
accessoire,akseswaR,ak-se-swaR
accessoirement,akseswaR°m@,ak-se-swa-R°-m@
accessoires,akseswaR,ak-se-swaR
accessoires,akseswaR,ak-se-swaR
accessoirise,aksEswaRiz,ak-sE-swa-Riz
accessoiriser,aksEswaRize,ak-sE-swa-Ri-ze
accessoiriste,akseswaRist,ak-se-swa-Rist
accessoiristes,akseswaRist,ak-se-swa-Rist
accident,aksid@,ak-si-d@
accidente,aksid@t,ak-si-d@t
accidentel,aksid@tEl,ak-si-d@-tEl
accidentelle,aksid@tEl,ak-si-d@-tEl
accidentellement,aksid@tEl°m@,ak-si-d@-tE-l°-m@
accidentelles,aksid@tEl,ak-si-d@-tEl
accidentels,aksid@tEl,ak-si-d@-tEl
accidenter,aksid@te,ak-si-d@-te
accidents,aksid@,ak-si-d@
accidenté,aksid@te,ak-si-d@-te
accidenté,aksid@te,ak-si-d@-te
accidenté,aksid@te,ak-si-d@-te
accidentée,aksid@te,ak-si-d@-te
accidentée,aksid@te,ak-si-d@-te
accidentée,aksid@te,ak-si-d@-te
accidentées,aksid@te,ak-si-d@-te
accidentés,aksid@te,ak-si-d@-te
accidentés,aksid@te,ak-si-d@-te
acclama,aklama,a-kla-ma
acclamaient,aklamE,a-kla-mE
acclamait,aklamE,a-kla-mE
acclamant,aklam@,a-kla-m@
acclamation,aklamasj§,a-kla-ma-sj§
acclamations,aklamasj§,a-kla-ma-sj§
acclame,aklam,a-klam
acclament,aklam,a-klam
acclamer,aklame,a-kla-me
acclamera,aklam°Ra,a-kla-m°-Ra
acclamerait,aklam°RE,a-kla-m°-RE
acclameront,aklam°R§,a-kla-m°-R§
acclamez,aklame,a-kla-me
acclamiez,aklamje,a-kla-mje
acclamons,aklam§,a-kla-m§
acclamé,aklame,a-kla-me
acclamée,aklame,a-kla-me
acclamées,aklame,a-kla-me
acclamés,aklame,a-kla-me
acclimata,aklimata,a-kli-ma-ta
acclimatai,aklimatE,a-kli-ma-tE
acclimatation,aklimatasj§,a-kli-ma-ta-sj§
acclimate,aklimat,a-kli-mat
acclimatement,aklimat°m@,a-kli-ma-t°-m@
acclimatent,aklimat,a-kli-mat
acclimater,aklimate,a-kli-ma-te
acclimaterait,aklimat°RE,a-kli-ma-t°-RE
acclimates,aklimat,a-kli-mat
acclimatez,aklimate,a-kli-ma-te
acclimaté,aklimate,a-kli-ma-te
acclimatés,aklimate,a-kli-ma-te
accointance,akw5t@s,a-kw5-t@s
accointances,akw5t@s,a-kw5-t@s
accointé,akw5te,a-kw5-te
accointés,akw5te,a-kw5-te
accola,akola,a-ko-la
accolade,akolad,a-ko-lad
accolades,akolad,a-ko-lad
accolait,akolE,a-ko-lE
accolant,akol@,a-ko-l@
accole,akOl,a-kOl
accolement,akOl°m@,a-kO-l°-m@
accolent,akOl,a-kOl
accoler,akole,a-ko-le
accolerais,akOl°RE,a-kO-l°-RE
accolé,akole,a-ko-le
accolée,akole,a-ko-le
accolée,akole,a-ko-le
accolées,akole,a-ko-le
accolées,akole,a-ko-le
accolés,akole,a-ko-le
accolés,akole,a-ko-le
accommoda,akomoda,a-ko-mo-da
accommodai,akomodE,a-ko-mo-dE
accommodaient,akomodE,a-ko-mo-dE
accommodais,akomodE,a-ko-mo-dE
accommodait,akomodE,a-ko-mo-dE
accommodant,akomod@,a-ko-mo-d@
accommodant,akomod@,a-ko-mo-d@
accommodante,akomod@t,a-ko-mo-d@t
accommodantes,akomod@t,a-ko-mo-d@t
accommodants,akomod@,a-ko-mo-d@
accommodation,akomodasj§,a-ko-mo-da-sj§
accommodatrices,akomodatRis,a-ko-mo-da-tRis
accommode,akomOd,a-ko-mOd
accommodement,akomOd°m@,a-ko-mO-d°-m@
accommodements,akomOd°m@,a-ko-mO-d°-m@
accommodent,akomOd,a-ko-mOd
accommoder,akomode,a-ko-mo-de
accommodera,akomOd°Ra,a-ko-mO-d°-Ra
accommoderai,akomOd°RE,a-ko-mO-d°-RE
accommoderaient,akomOd°RE,a-ko-mO-d°-RE
accommoderais,akomOd°RE,a-ko-mO-d°-RE
accommoderait,akomOd°RE,a-ko-mO-d°-RE
accommoderez,akomOd°Re,a-ko-mO-d°-Re
accommoderions,akomOd°Rj§,a-ko-mO-d°-Rj§
accommoderont,akomOd°R§,a-ko-mO-d°-R§
accommodions,akomodj§,a-ko-mo-dj§
accommodons,akomod§,a-ko-mo-d§
accommodât,akomoda,a-ko-mo-da
accommodèrent,akomodER,a-ko-mo-dER
accommodé,akomode,a-ko-mo-de
accommodée,akomode,a-ko-mo-de
accommodés,akomode,a-ko-mo-de
accompagna,ak§paNa,a-k§-pa-Na
accompagnai,ak§paNE,a-k§-pa-NE
accompagnaient,ak§paNE,a-k§-pa-NE
accompagnais,ak§paNE,a-k§-pa-NE
accompagnait,ak§paNE,a-k§-pa-NE
accompagnant,ak§paN@,a-k§-pa-N@
accompagnant,ak§paN@,a-k§-pa-N@
accompagnateur,ak§paNat9R,a-k§-pa-Na-t9R
accompagnateurs,ak§paNat9R,a-k§-pa-Na-t9R
accompagnatrice,ak§paNatRis,a-k§-pa-Na-tRis
accompagnatrices,ak§paNatRis,a-k§-pa-Na-tRis
accompagne,ak§paN,a-k§-paN
accompagnement,ak§paN°m@,a-k§-pa-N°-m@
accompagnements,ak§paN°m@,a-k§-pa-N°-m@
accompagnent,ak§paN,a-k§-paN
accompagner,ak§paNe,a-k§-pa-Ne
accompagnera,ak§paN°Ra,a-k§-pa-N°-Ra
accompagnerai,ak§paN°RE,a-k§-pa-N°-RE
accompagneraient,ak§paN°RE,a-k§-pa-N°-RE
accompagnerais,ak§paN°RE,a-k§-pa-N°-RE
accompagnerait,ak§paN°RE,a-k§-pa-N°-RE
accompagneras,ak§paN°Ra,a-k§-pa-N°-Ra
accompagnerez,ak§paN°Re,a-k§-pa-N°-Re
accompagneriez,ak§paN°Rje,a-k§-pa-N°-Rje
accompagnerons,ak§paN°R§,a-k§-pa-N°-R§
accompagneront,ak§paN°R§,a-k§-pa-N°-R§
accompagnes,ak§paN,a-k§-paN
accompagnez,ak§paNe,a-k§-pa-Ne
accompagniez,ak§paNe,a-k§-pa-Ne
accompagnions,ak§paN§,a-k§-pa-N§
accompagnons,ak§paN§,a-k§-pa-N§
accompagnâmes,ak§paNam,a-k§-pa-Nam
accompagnât,ak§paNa,a-k§-pa-Na
accompagnèrent,ak§paNER,a-k§-pa-NER
accompagné,ak§paNe,a-k§-pa-Ne
accompagné,ak§paNe,a-k§-pa-Ne
accompagnée,ak§paNe,a-k§-pa-Ne
accompagnée,ak§paNe,a-k§-pa-Ne
accompagnées,ak§paNe,a-k§-pa-Ne
accompagnées,ak§paNe,a-k§-pa-Ne
accompagnés,ak§paNe,a-k§-pa-Ne
accompagnés,ak§paNe,a-k§-pa-Ne
accompli,ak§pli,a-k§-pli
accompli,ak§pli,a-k§-pli
accompli,ak§pli,a-k§-pli
accomplie,ak§pli,a-k§-pli
accomplie,ak§pli,a-k§-pli
accomplies,ak§pli,a-k§-pli
accomplies,ak§pli,a-k§-pli
accomplir,ak§pliR,a-k§-pliR
accomplira,ak§pliRa,a-k§-pli-Ra
accomplirai,ak§pliRE,a-k§-pli-RE
accompliraient,ak§pliRE,a-k§-pli-RE
accomplirais,ak§pliRE,a-k§-pli-RE
accomplirait,ak§pliRE,a-k§-pli-RE
accompliras,ak§pliRa,a-k§-pli-Ra
accomplirent,ak§pliR,a-k§-pliR
accomplirez,ak§pliRe,a-k§-pli-Re
accomplirons,ak§pliR§,a-k§-pli-R§
accompliront,ak§pliR§,a-k§-pli-R§
accomplis,ak§pli,a-k§-pli
accomplis,ak§pli,a-k§-pli
accomplissaient,ak§plisE,a-k§-pli-sE
accomplissais,ak§plisE,a-k§-pli-sE
accomplissait,ak§plisE,a-k§-pli-sE
accomplissant,ak§plis@,a-k§-pli-s@
accomplisse,ak§plis,a-k§-plis
accomplissement,ak§plis°m@,a-k§-pli-s°-m@
accomplissements,ak§plis°m@,a-k§-pli-s°-m@
accomplissent,ak§plis,a-k§-plis
accomplissez,ak§plise,a-k§-pli-se
accomplissiez,ak§plisje,a-k§-pli-sje
accomplissions,ak§plisj§,a-k§-pli-sj§
accomplissons,ak§plis§,a-k§-pli-s§
accomplit,ak§pli,a-k§-pli
accomplît,ak§pli,a-k§-pli
accord,akOR,a-kOR
accorda,akORda,a-kOR-da
accordai,akORdE,a-kOR-dE
accordaient,akORdE,a-kOR-dE
accordailles,akORdaj,a-kOR-daj
accordais,akORdE,a-kOR-dE
accordait,akORdE,a-kOR-dE
accordant,akORd@,a-kOR-d@
accordas,akORda,a-kOR-da
accordassent,akORdas,a-kOR-das
accorde,akORd,a-kORd
accordement,akORd°m@,a-kOR-d°-m@
accordent,akORd,a-kORd
accorder,akORde,a-kOR-de
accordera,akORd°Ra,a-kOR-d°-Ra
accorderai,akORd°RE,a-kOR-d°-RE
accorderaient,akORd°RE,a-kOR-d°-RE
accorderais,akORd°RE,a-kOR-d°-RE
accorderait,akORd°RE,a-kOR-d°-RE
accorderas,akORd°Ra,a-kOR-d°-Ra
accorderez,akORd°Re,a-kOR-d°-Re
accorderiez,akORd°Rje,a-kOR-d°-Rje
accorderons,akORd°R§,a-kOR-d°-R§
accorderont,akORd°R§,a-kOR-d°-R§
accordes,akORd,a-kORd
accordeur,akORd9R,a-kOR-d9R
accordez,akORde,a-kOR-de
accordiez,akORdje,a-kOR-dje
accordions,akORdj§,a-kOR-dj§
accordo,akORdo,a-kOR-do
accordons,akORd§,a-kOR-d§
accords,akOR,a-kOR
accordât,akORda,a-kOR-da
accordèrent,akORdER,a-kOR-dER
accordé,akORde,a-kOR-de
accordé,akORde,a-kOR-de
accordée,akORde,a-kOR-de
accordée,akORde,a-kOR-de
accordées,akORde,a-kOR-de
accordées,akORde,a-kOR-de
accordéon,akORde§,a-kOR-de-§
accordéoniste,akORdeonist,a-kOR-de-o-nist
accordéonistes,akORdeonist,a-kOR-de-o-nist
accordéons,akORde§,a-kOR-de-§
accordés,akORde,a-kOR-de
accordés,akORde,a-kOR-de
accore,akOR,a-kOR
accores,akOR,a-kOR
accort,akOR,a-kOR
accorte,akORt,a-kORt
accortes,akORt,a-kORt
accorts,akOR,a-kOR
accosta,akOsta,a-kOs-ta
accostage,akOstaZ,a-kOs-taZ
accostaient,akOstE,a-kOs-tE
accostais,akOstE,a-kOs-tE
accostait,akOstE,a-kOs-tE
accostant,akOst@,a-kOs-t@
accostant,akOst@,a-kOs-t@
accoste,akOst,a-kOst
accostent,akOst,a-kOst
accoster,akOste,a-kOs-te
accosterez,akOst°Re,a-kOs-t°-Re
accosterons,akOst°R§,a-kOs-t°-R§
accostez,akOste,a-kOs-te
accostiez,akOstje,a-kOs-tje
accostons,akOst§,a-kOs-t§
accosté,akOste,a-kOs-te
accostée,akOste,a-kOs-te
accostées,akOste,a-kOs-te
accota,akota,a-ko-ta
accotaient,akotE,a-ko-tE
accotait,akotE,a-ko-tE
accotant,akot@,a-ko-t@
accote,akOt,a-kOt
accotement,akOt°m@,a-kO-t°-m@
accotements,akOt°m@,a-kO-t°-m@
accotent,akOt,a-kOt
accoter,akote,a-ko-te
accotoirs,akotwaR,a-ko-twaR
accotons,akot§,a-ko-t§
accotèrent,akotER,a-ko-tER
accoté,akote,a-ko-te
accotée,akote,a-ko-te
accotées,akote,a-ko-te
accotés,akote,a-ko-te
accotés,akote,a-ko-te
accoucha,akuSa,a-ku-Sa
accouchaient,akuSE,a-ku-SE
accouchais,akuSE,a-ku-SE
accouchait,akuSE,a-ku-SE
accouchant,akuS@,a-ku-S@
accouchant,akuS@,a-ku-S@
accouche,akuS,a-kuS
accouchement,akuS°m@,a-ku-S°-m@
accouchements,akuS°m@,a-ku-S°-m@
accouchent,akuS,a-kuS
accoucher,akuSe,a-ku-Se
accouchera,akuS°Ra,a-ku-S°-Ra
accoucherait,akuS°RE,a-ku-S°-RE
accoucheras,akuS°Ra,a-ku-S°-Ra
accouches,akuS,a-kuS
accoucheur,akuS9R,a-ku-S9R
accoucheurs,akuS9R,a-ku-S9R
accoucheuse,akuS2z,a-ku-S2z
accouchez,akuSe,a-ku-Se
accouché,akuSe,a-ku-Se
accouchée,akuSe,a-ku-Se
accouchée,akuSe,a-ku-Se
accouchées,akuSe,a-ku-Se
accouchés,akuSe,a-ku-Se
accouda,akuda,a-ku-da
accoudai,akudE,a-ku-dE
accoudaient,akudE,a-ku-dE
accoudais,akudE,a-ku-dE
accoudait,akudE,a-ku-dE
accoudant,akud@,a-ku-d@
accoude,akud,a-kud
accouder,akude,a-ku-de
accoudions,akudj§,a-ku-dj§
accoudoir,akudwaR,a-ku-dwaR
accoudoirs,akudwaR,a-ku-dwaR
accoudons,akud§,a-ku-d§
accoudèrent,akudER,a-ku-dER
accoudé,akude,a-ku-de
accoudé,akude,a-ku-de
accoudée,akude,a-ku-de
accoudée,akude,a-ku-de
accoudées,akude,a-ku-de
accoudés,akude,a-ku-de
accoudés,akude,a-ku-de
accoupla,akupla,a-ku-pla
accouplaient,akuplE,a-ku-plE
accouplais,akuplE,a-ku-plE
accouplait,akuplE,a-ku-plE
accouplant,akupl@,a-ku-pl@
accouple,akupl,a-kupl
accouplement,akupl°m@,a-ku-pl°-m@
accouplements,akupl°m@,a-ku-pl°-m@
accouplent,akupl,a-kupl
accoupler,akuple,a-ku-ple
accouplera,akupl°Ra,a-ku-pl°-Ra
accouplerait,akupl°RE,a-ku-pl°-RE
accoupleront,akupl°R§,a-ku-pl°-R§
accouplèrent,akuplER,a-ku-plER
accouplé,akuple,a-ku-ple
accouplée,akuple,a-ku-ple
accouplées,akuple,a-ku-ple
accouplés,akuple,a-ku-ple
accouraient,akuRE,a-ku-RE
accourais,akuRE,a-ku-RE
accourait,akuRE,a-ku-RE
accourant,akuR@,a-ku-R@
accourcissant,akuRsis@,a-kuR-si-s@
accoure,akuR,a-kuR
accourent,akuR,a-kuR
accoures,akuR,a-kuR
accourez,akuRe,a-ku-Re
accouriez,akuRje,a-ku-Rje
accourir,akuRiR,a-ku-RiR
accourons,akuR§,a-ku-R§
accourra,akuRa,a-ku-Ra
accourrai,akuRE,a-ku-RE
accourraient,akuRE,a-ku-RE
accourrais,akuRE,a-ku-RE
accourrait,akuRE,a-ku-RE
accourront,akuR§,a-ku-R§
accours,akuR,a-kuR
accourt,akuR,a-kuR
accouru,akuRy,a-ku-Ry
accourue,akuRy,a-ku-Ry
accourues,akuRy,a-ku-Ry
accoururent,akuRyR,a-ku-RyR
accourus,akuRy,a-ku-Ry
accourussent,akuRys,a-ku-Rys
accourut,akuRy,a-ku-Ry
accourût,akuRy,a-ku-Ry
accoutre,akutR,a-kutR
accoutrement,akutR°m@,a-ku-tR°-m@
accoutrements,akutR°m@,a-ku-tR°-m@
accoutré,akutRe,a-ku-tRe
accoutré,akutRe,a-ku-tRe
accoutrée,akutRe,a-ku-tRe
accoutrée,akutRe,a-ku-tRe
accoutrés,akutRe,a-ku-tRe
accoutrés,akutRe,a-ku-tRe
accoutuma,akutyma,a-ku-ty-ma
accoutumai,akutymE,a-ku-ty-mE
accoutumaient,akutymE,a-ku-ty-mE
accoutumais,akutymE,a-ku-ty-mE
accoutumait,akutymE,a-ku-ty-mE
accoutumance,akutym@s,a-ku-ty-m@s
accoutumances,akutym@s,a-ku-ty-m@s
accoutumant,akutym@,a-ku-ty-m@
accoutume,akutym,a-ku-tym
accoutument,akutym,a-ku-tym
accoutumer,akutyme,a-ku-ty-me
accoutumerait,akutym°RE,a-ku-ty-m°-RE
accoutumé,akutyme,a-ku-ty-me
accoutumé,akutyme,a-ku-ty-me
accoutumée,akutyme,a-ku-ty-me
accoutumée,akutyme,a-ku-ty-me
accoutumées,akutyme,a-ku-ty-me
accoutumées,akutyme,a-ku-ty-me
accoutumés,akutyme,a-ku-ty-me
accoutumés,akutyme,a-ku-ty-me
accouvée,akuve,a-ku-ve
accras,akRas,a-kRas
accro,akRo,a-kRo
accro,akRo,a-kRo
accroc,akRo,a-kRo
accrocha,akRoSa,a-kRo-Sa
accrochage,akRoSaZ,a-kRo-SaZ
accrochages,akRoSaZ,a-kRo-SaZ
accrochai,akRoSE,a-kRo-SE
accrochaient,akRoSE,a-kRo-SE
accrochais,akRoSE,a-kRo-SE
accrochait,akRoSE,a-kRo-SE
accrochant,akRoS@,a-kRo-S@
accrochant,akRoS@,a-kRo-S@
accroche,akROS,a-kROS
accroche,akROS,a-kROS
accroche-coeur,akROSk9R,a-kROS-k9R
accroche-coeurs,akROSk9R,a-kROS-k9R
accrochent,akROS,a-kROS
accrocher,akRoSe,a-kRo-Se
accrochera,akROS°Ra,a-kRO-S°-Ra
accrocherai,akROS°RE,a-kRO-S°-RE
accrocheraient,akROS°RE,a-kRO-S°-RE
accrocherais,akROS°RE,a-kRO-S°-RE
accrocherait,akROS°RE,a-kRO-S°-RE
accrocherez,akROS°Re,a-kRO-S°-Re
accrocheriez,akRoS°Rje,a-kRo-S°-Rje
accrocheront,akROS°R§,a-kRO-S°-R§
accroches,akROS,a-kROS
accroches,akROS,a-kROS
accrocheur,akRoS9R,a-kRo-S9R
accrocheurs,akRoS9R,a-kRo-S9R
accrocheuse,akRoS2z,a-kRo-S2z
accrocheuses,akRoS2z,a-kRo-S2z
accrochez,akRoSe,a-kRo-Se
accrochiez,akRoSje,a-kRo-Sje
accrochions,akRoSj§,a-kRo-Sj§
accrochons,akRoS§,a-kRo-S§
accrochât,akRoSa,a-kRo-Sa
accrochèrent,akRoSER,a-kRo-SER
accroché,akRoSe,a-kRo-Se
accroché,akRoSe,a-kRo-Se
accrochée,akRoSe,a-kRo-Se
